page	contenu	tome	ID	cID	lieu	test_lieu
231	Passera sur l'Africain, et prendra au Canada le commandement de la compagnie Duvivier.	4	P9611	C35265	['Africain', 'Canada']	Africain,Canada
231	Passera sur l'Africain, et prendra au Canada le commandement de la compagnie Duvivier.	4	P9611	C35266	['Africain', 'Canada']	Africain,Canada
231	Embarque sur l'Africain avec sa compagnie. Commandera au Canada la compagnie du Sieur de Remonville.	4	P9611	C35263	['Canada']	Canada
232	Ingénieur, sert à l'île d'Oléron.	4	P9666	C35565	"[""île d'Oléron""]"	île d'Oléron
232	Ingénieur, sert à l'île d'Oléron.	4	P9666	C35566	"[""île d'Oléron""]"	île d'Oléron
233	Le Roi l'a destiné au commandement des vaisseaux armés pour l'évacuation de Plaisance.	4	P9707	C35664	['Plaisance']	Plaisance
233	Le Sieur Roger, commissaire de Bellisle, lui réclame 837 livres pour fourniture de vivres.	4	P9707	C35665	['Bellisle']	Bellisle
233	Demande à être remboursé des dépenses qu'il a faites pour ses passagers de Plaisance à l'île Royale.	4	P9707	C35660	['Plaisance', 'île Royale']	Plaisance,île Royale
234	Matelot des Sables-d'Olonne. Retenu depuis quatre ans dans les prisons d'Angleterre comme otage. Faire payer sa rançon.	4	P9727	C35729	['Angleterre']	Angleterre
234	Valet de chambre de Monseigneur le comte de Toulouse. Réclame au sujet de quelques paquets de poudre d'or, qui sont à La Rochelle, provenant de la succession d'un de ses frères mort aux îles.	4	P9747	C35753	['La Rochelle']	La Rochelle
235	Capitaine de La Marie, d'Amsterdam, saisie dans le port de Marennes. Demande à être relâché et à partir.	4	P9765	C35773	['Amsterdam', 'Marennes']	Amsterdam,Marennes
235	Maître entretenu à Rochefort. Embarqué sur le Fidèle. S'informer d'où sa femme tient les nouvelles qu'elle donne de l'escadre de Duguay-Trouin.	4	P9770	C35783	['Rochefort']	Rochefort
235	Cette femme a répandu le bruit que Monsieur Duguay-Trouin avait pris la baie de Tous-les-Saints, qu'il avait rançonné 30 millions, pris la flotte du Brésil et Rio-Janeiro, qu'il n'avait perdu que cinq soldats et qu'il était arrivé au Cap. Elle dit avoir reçu une lettre de son mari et de son fils qui font partie de l'escadre. S'en assurer.	4	P9770	C35782	['Tous-les-Saints', 'Brésil', 'Rio-Janeiro', 'Cap']	Tous-les-Saints,Brésil,Rio-Janeiro,Cap
235	Archer de milice garde-côte de la capitainerie de Royan. Se plaint au ministre d'avoir été frappé par Monsieur de Belmont.	4	P9787	C35830	['Royan']	Royan
236	Pilote Lamaneur de La Tremblade.	4	P9838	C35942	['La Tremblade']	La Tremblade
237	Le Roi lui a accordé l'ordre qu'elle lui a demandé pour faire passer en France la demoiselle de Grasse sa sœur, accusée de mauvaise conduite aux colonies. Informations.	4	P9914	C36214	['France', 'Grasse']	France,Grasse
238	Daniel d'Auger de Subercase, chevalier de l'ordre militaire de Saint Louis, gouverneur pour le Roi à l'Acadie. Sa conduite sur la prise de l'Acadie a été justifiée par le conseil de guerre assemblé à Rochefort.	4	P9945	C36302	['Acadie', 'Rochefort']	Acadie,Rochefort
240	Lettre du sieur de Talleyran.	4	P9994	C36471	['Talleyran']	Talleyran
240	Demande un nouveau congé : refusé.	4	P9994	C36468	['Demande']	Demande
241	Lieutenant d'une compagnie de l'Acadie, a quitté le service.	4	P10042	C36601	['Acadie']	Acadie
242	Pilote Lamaneur de La Tremblade.	4	P10111	C36773	['La Tremblade']	La Tremblade
242	Pilote de Saint-Martin-de-Ré. Se plaint de la négligence qu'on apporte à entretenir les feux de Chassiron et de Cordouan.	4	P10111	C36774	['Saint-Martin-de-Ré', 'Chassiron']	Saint-Martin-de-Ré,Chassiron
243	Armateur de Nantes. Réclame contre les procédés du sieur Rambault.	4	P10132	C36831	['Nantes']	Nantes
243	officier d'infanterie. A fait une recrue de 28 jeunes gens de famille qui doivent aller au Canada. Parmi eux, les deux fils du chirurgien Cendret.	4	P10154	C36918	['Canada']	Canada
243	Ecrit contre le sieur de Rémonville.	4	P10157	C36923	['Rémonville']	Rémonville
243	Second de la frégate la Renommée, commandée par le sieur de Rémonville. Ces deux officiers se plaingnent l'un contre l'autre. Le commandant accuse Tivas d'avoir été insubordonné, d'avoir vendu des agrés de la frégate et fait du commerce. Arrêter la frégate à son arrivée et procéder à l'interrogatoire avant de débarquer l'équipage.	4	P10157	C36925	['Rémonville']	Rémonville
243	Le ministre, après avoir étudié le différent, ordonne de mettre Tivas sau Château d'Oléron.	4	P10157	C36924	"[""Château d'Oléron""]"	Château d'Oléron
245	Maître de barque de Port des Barques. Accusé de connivence avec les corsaires anglais. Arrêté à Concarneau. L'envoyer à Rochefort. Faire une enquête sérieuse.	4	P10246	C37433	['Port des Barques', 'Arrêté', 'Concarneau', 'Rochefort']	Port des Barques,Arrêté,Concarneau,Rochefort
245	Sabert Darache, maître de barque de Saint-Jean-de-Luz est dirigé sur Rochefort pour venir déposer dans ce procès.	4	P10246	C37438	['Saint-Jean-de-Luz', 'Rochefort']	Saint-Jean-de-Luz,Rochefort
245	Sabat Darache, maître de barque de Saint-Jean-de-Luz est dirigé sur Rochefort pour venir déposer dans ce procès.	4	P10246	C37437	['Saint-Jean-de-Luz', 'Rochefort']	Saint-Jean-de-Luz,Rochefort
245	Le Roi a trouvé bien doux le jugement prononcé par les officiers de l'amirauté de La Rochelle.	4	P10246	C37430	['La Rochelle']	La Rochelle
246	Négociant de Marennes. Ne doit pas se servir de bâtiments neutres pour envoyer du sel à Dunkerque.	4	P10304	C37554	['Marennes', 'Dunkerque']	Marennes,Dunkerque
246	Chargé du transport de chanvre de Nantes à Rochefort.	4	P10304	C37550	['Nantes', 'Rochefort']	Nantes,Rochefort
255	Entrepreneur de la voiture des sels de Brouage à Honfleur. Demande qu'on lui facilite sa mission.	6	P10304	C37552	['Brouage', 'Honfleur']	Brouage,Honfleur
278	Entrepreneur de la fourniture et voiture des sels de Brouage à Harfleur et autres dépôts de la ferme, autorisé à se servir encore une année, de vaisseaux étrangers.	7	P10304	C37551	['Brouage', 'Harfleur']	Brouage,Harfleur
246	Du Rivage. Demande la capitainerie garde-côte de Saint-Benoit.	4	P10314	C37629	['Rivage', 'Saint-Benoit']	Rivage,Saint-Benoit
246	Capitaine garde-côte à Luçon.	4	P10314	C37628	['Luçon']	Luçon
247	Présente au ministre un mémoire pour la conservation de Canada et la reprise de l'Acadie.	4	P10404	C37890	['Canada', 'Acadie']	Canada,Acadie
247	Gouverneur et lieutenant général pour le Roi en toute la Nouvelle-France.	4	P10404	C37885	['Nouvelle-France']	Nouvelle-France
247	La Marquise de Vaudreuil demande à être autorisée à embarquer 12 tonneaux de frêt dans les vaisseaux du Roi pour envoyer des provisions à son mari à Québec.	4	P10404	C37886	['Québec']	Québec
248	Le bruit court qu'il a battu les Anglais et repris l'Acadie. Rechercher l'origine de ce bruit.	4	P10404	C37888	['Acadie']	Acadie
248	A adressé au ministre un mémoire au sujet de l'établissement à l'île du Cap Breton.	4	P10404	C37881	['Cap Breton']	Cap Breton
248	Demande qu'on envoie tous les ans 24 milliers de poudre fine au Canada.	4	P10404	C37883	['Canada']	Canada
248	Capitaine de frégate. Prolongation de congé de deux mois. Voir : Levaulx-Miemard	4	P10421	C37960	['Prolongation']	Prolongation
249	Ingénieur, sert à La Rochelle.	4	P10485	C38125	['La Rochelle']	La Rochelle
249	Ingénieur, sert à La Rochelle.	4	P10485	C38126	['La Rochelle']	La Rochelle
249	A une affaire avec un marchand de La Rochelle, le nommé Renaud.	4	P10501	C38165	['La Rochelle']	La Rochelle
249	Religieux de l'ordre des frères prêcheurs. Choisi pour supérieur de la mission de cet ordre à la Martinique. Lui donner passage sur le premier vaisseau qui partira de La Rochelle.	4	P10517	C38271	['Martinique', 'La Rochelle']	Martinique,La Rochelle
250	Maître d'hydrographie à Marennes. Se plaint d'avoir été imposé à la taille.	4	P10540	C38335	['Marennes']	Marennes
250	Pilote. A été envoyé à Marennes comme maître d'hydrographie.	4	P10540	C38336	['Marennes']	Marennes
250	Maintenu à Marennes.	4	P10540	C38334	['Marennes']	Marennes
250	Lieutenant de vaisseau. Commandant le Triton. Certificat délivré au pilote Grosset.	4	P10547	C38344	['Triton']	Triton
250	Ingénieur, sert à La Rochelle.	4	P10550	C38348	['La Rochelle']	La Rochelle
250	Ingénieur, sert à La Rochelle.	4	P10550	C38349	['La Rochelle']	La Rochelle
252	Commis de la recette des 4 deniers par livre de l'amirauté des Sables d'Olonne. Paiement des Invalides.	4	P10618	C38524	"[""Sables d'Olonne"", 'Invalides']"	Sables d'Olonne,Invalides
252	Commis de la recette des 4 deniers par livre de l'amirauté des Sables d'Olonne. Paiement des Invalides.	4	P10618	C38525	"[""Sables d'Olonne"", 'Invalides']"	Sables d'Olonne,Invalides
252	Commis de la recette des 4 deniers par livre de l'amirauté des Sables d'Olonne. Paiement des Invalides.	4	P10618	C38526	"[""Sables d'Olonne"", 'Invalides']"	Sables d'Olonne,Invalides
228	Jeune homme de famille que ses parents veulent envoyer aux Iles, pour le corriger de quelques défaults de jeunesse, l'engager dans une compagnie des Iles du Vent.	5	P10618	C38527	['Iles', 'Iles du Vent']	Iles,Iles du Vent
228	L'arrêter à La Rochelle et le faire conduire dans les prisons de Rochefort.	5	P10618	C38528	['La Rochelle', 'Rochefort']	La Rochelle,Rochefort
229	L'embarquer sur le François, pour le Canada.	5	P10618	C38529	['Canada']	Canada
228	Trésorier des Invalides.	5	P10618	C38533	['Invalides']	Invalides
228	Trésorier aux Sables d'Olonne.	5	P10618	C38531	"[""Sables d'Olonne""]"	Sables d'Olonne
289	Trésorier des invalides de la marine aux Sables d’Olonne.	7	P10618	C38534	['Sables d’Olonne']	Sables d’Olonne
204	Trésorier des Invalides de la Marine aux Sables d’Olonne en 1731.	8	P10618	C38532	['Invalides de la Marine', 'Sables d’Olonne']	Invalides de la Marine,Sables d’Olonne
1	Résidant pour le roi Stanislas à Hambourg, recommande au ministre,  le sieur Corneille du Hartoghe, comme fournisseur de la Marine.	4	P1	C5	['Hambourg']	Hambourg
4	Marchand de La Rochelle. Demande la permission d'acheter deux frégates en Hollande pour faire du commerce. Défendu par le Roi.	4	P55	C423	['La Rochelle', 'Hollande']	La Rochelle,Hollande
1	Son navire la Généreuse portera les effets à Saint-Domingue.	8	P55	C426	['Saint-Domingue']	Saint-Domingue
1	Négociant à La Rochelle. A offert au Ministre la frégate la Généreuse, pour porter des farines et des munitions.	9	P55	C424	['La Rochelle']	La Rochelle
1	L'intendant a passé, avec lui, un traité pour porter à la Louisiane des troupes et des munitions.	9	P55	C420	['Louisiane']	Louisiane
5	Nommé à Lorient.	4	P95	C533	['Lorient']	Lorient
5	Commissaire des milices garde-côtes de Soubise. N'étant pas payé,se trouve très gêné et demande à embarquer sur le Héros, comme enseigne ou écrivain.	4	P99	C574	['Soubise']	Soubise
5	Commissaire des milices garde-côtes de Soubise. N'étant pas payé,se trouve très gêné et demande à embarquer sur le Héros, comme enseigne ou écrivain.	4	P99	C575	['Soubise']	Soubise
3	Ci-devant commisaire garde-côtes du département de Rochefort, réclame 134 livres au sieur de Linan pour nourriture.	5	P99	C573	['Rochefort', 'Linan']	Rochefort,Linan
3	Dame son passage avec trois enfants lui est accordé sur un navire marchand de la Rochelle. Elle va rejoindre son mari à la Martinique.	7	P99	C577	['la Rochelle', 'Martinique']	la Rochelle,Martinique
6	Commandant le vaisseau le François d'Assise, a pris le vaisseau anglais le Scarborough.	4	P124	C668	['Scarborough']	Scarborough
7	Aumônier.Demande demi-solde.	4	P141	C783	['Aumônier']	Aumônier
4	Maire et juge de Mirande.	5	P141	C786	['Mirande']	Mirande
285	Informer au sujet des dégradations commises dans la forêt d'Arvert, qui est nécessaire pour le service de sa majesté .	4	P170	C1843	"[""forêt d'Arvert""]"	forêt d'Arvert
286	Bois coupés dans la forêt.	4	P170	C1842	['Bois']	Bois
286	Une compagnie de Marine a été envoyé à Arvert pour contenir les huguenots.	4	P170	C1846	['Arvert']	Arvert
286	Les habitants demandent que la compagnie soit retirée. S'assurer qu'ils ne font pas d'assemblées religieuses.	4	P170	C1845	['Les']	Les
335	Les habitant de l’île d’Arvert ont adressé un placet au Ministre pour être déchargés du logement d’une compagnie de la marine qui doit y arriver incessamment, on n’y enverra pas de troupes.	7	P170	C1844	['Arvert']	Arvert
9	Marchand de Tonnay-Charente.	4	P219	C2024	['Tonnay-Charente']	Tonnay-Charente
9	Veuve et fils,négociant à Charente. Ecrit au ministre pour le prier de faire relâcher un navire hollandais qui a été saisi à Soubise et qui avait des papiers en règle.	4	P232	C2042	['Charente', 'Soubise']	Charente,Soubise
10	Horloger. Veux aller s'établir à Saint Domingue. Lui accorder son passage.	4	P296	C2287	['Saint Domingue']	Saint Domingue
10	Major de la capitainerie générale, de la côte de l'île de Ré.	4	P301	C2294	['île de Ré.']	île de Ré.
11	Lieutenant-général garde-côte à entre-deux-mers sur Dordogne	4	P355	C2456	['Dordogne']	Dordogne
13	Major garde-côtes à Soulac, natif de Bordeaux, garde la Marine, âgé de 27 ans, distingué parmi ses camarades.	4	P470	C2744	['Soulac', 'Bordeaux']	Soulac,Bordeaux
14	Commandant des gardes de la Marine à Toulon.	4	P577	C2990	['Toulon']	Toulon
10	Major des troupes du Canada.	9	P577	C2991	['Canada']	Canada
10	Major des troupes du Canada.	9	P577	C2992	['Canada']	Canada
14	Matelot pris sur un corsaire anglais échoué à Talmont.En prison.Le faire parler.Le mettre au cachot, l'obliger à parler et envoyer l'interrogatoire au ministre.	4	P574	C2985	['Talmont']	Talmont
17	Commissaire. Insulté par les sieurs Ducharriers ,capitaine de port et Candé,enseigne. Le Roi veut que ces officiers fassent des excuses publiques au sieur Beccot. Ils sont interdits et ne seront repris que sur l'intervention de monsieur Beccot.	4	P642	C3141	['Candé']	Candé
17	Le ministre demande s'il peut aller servir au Cap français.	4	P642	C3158	['Cap français']	Cap français
17	Conviendrai pour être commissaire à l'Île Royale.	4	P642	C3144	['Île Royale']	Île Royale
17	Lui proposer d'aller commissaire de Marine au Cap, sous les ordres de monsieur Mithon qui fait résidence à Léogane.	4	P642	C3161	['Marine', 'Cap', 'Léogane']	Marine,Cap,Léogane
14	Vente de vivres avariés, retour du Canada.	5	P642	C3167	['Canada']	Canada
14	Vente de vivres avariés, retour du Canada.	5	P642	C3168	['Canada']	Canada
15	Garde la clef du magasin où se trouvent les farines déposées par le munitionnaire. Discussion. Il est soutenu par l’intendant.	6	P642	C3151	['Garde']	Garde
15	Il ne veut pas que le munitionnaire de Saint-Léon fasse 120 quintaux de biscuit pour son vaisseau Le Compte de Toulouse, dans les fours du roi. Plainte au ministre.	6	P642	C3153	['Saint-Léon']	Saint-Léon
16	Gêne le garde-magasin des vivres de Launay, qui veut trouver le débit des farines avariées de Dunkerque.	6	P642	C3152	['Launay', 'Dunkerque']	Launay,Dunkerque
13	Commissaire des classes à Saintes ; rectification dans ses comptes ; levée de 12O matelots ; livré de 20 matelots pour le Rubis ; aux Sables d’Olonne inconvénients pour la Marine marchande.	8	P642	C3139	['Saintes', 'Sables d’Olonne']	Saintes,Sables d’Olonne
18	Enseigne de Vaisseau.Commande la frégate la Diane.	4	P1666	C6112	['Enseigne de Vaisseau.Commande la frégate la Diane']	Enseigne de Vaisseau.Commande la frégate la Diane
18	Le Roi lui a accordé une expectative de Capitaine des troupes de le Nouvelle-France.	4	P1666	C6113	['Nouvelle-France']	Nouvelle-France
18	Sergent. Veut acheter la Majorité Garde-côtes de Blaye.	4	P657	C3287	['Majorité Garde-côtes de Blaye']	Majorité Garde-côtes de Blaye
18	Commissaire du bureau des armements à Dunkerque.	4	P666	C3297	['Dunkerque']	Dunkerque
17	Chargé d'établir un nouveau règlement pour l'entretien des feux de Chassiron.	5	P1676	C6150	['Chassiron']	Chassiron
17	A du aller dans les iles d'Oléron et de Ré pour y régler la question des phares.	5	P1676	C6144	['Oléron', 'Ré']	Oléron,Ré
17	Embarquera sur le Triton, à destination de la Martinique.	5	P1676	C6155	['Triton', 'Martinique']	Triton,Martinique
17	Enverra de la Martinique le plus de bois de gaiac qu'il pourra.	5	P1676	C6156	['la Martinique']	la Martinique
17	Intendant des iles du Vent.	5	P1676	C6160	['Vent']	Vent
17	Il annonce que l'hôpital de Fort-Royal de la Martinique va être achevé.	5	P1676	C6158	['Fort-Royal', 'la Martinique']	Fort-Royal,la Martinique
20	Solde de la compagnie suisse à la Martinique.	6	P1676	C6167	['Martinique']	Martinique
20	A donné avis au ministre que sur les 447 barils de farine apportés à la Martinique par le capitaine Dubreuil, il y en avait beaucoup de gâtés. Faire une enquête.	6	P1676	C6143	['la Martinique']	la Martinique
